IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
45.33.32.156,,,,5.3,Medium,75,"","CVE-2020-1934","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2020-1934.
The product was found at: 80/tcp.

In Apache HTTP Server 2.4.0 to 2.4.41, mod_proxy_ftp may use uninitialized memory when proxying to a malicious FTP server.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2020-1934.
The product was found at: 80/tcp.

In Apache HTTP Server 2.4.0 to 2.4.41, mod_proxy_ftp may use uninitialized memory when proxying to a malicious FTP server.",CVE-2020-1934,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,e92ae00b-e24c-4068-8c91-49c6330488e1,"","","","","
Details:
CVE-2020-1934
(OID: CVE-2020-1934)
Version used: 2023-11-07T03:19:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2020-1934
(OID: CVE-2020-1934)
","","",""
45.33.32.156,,,,7.5,High,75,"","CVE-2017-15710","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-15710.
The product was found at: 80/tcp.

In Apache httpd 2.0.23 to 2.0.65, 2.2.0 to 2.2.34, and 2.4.0 to 2.4.29, mod_authnz_ldap, if configured with AuthLDAPCharsetConfig, uses the Accept-Language header value to lookup the right charset encoding when verifying the user's credentials. If the header value is not present in the charset conversion table, a fallback mechanism is used to truncate it to a two characters value to allow a quick retry (for example, 'en-US' is truncated to 'en'). A header value of less than two characters forces an out of bound write of one NUL byte to a memory location that is not part of the string. In the worst case, quite unlikely, the process would crash which could be used as a Denial of Service attack. In the more likely case, this memory is already reserved for future use and the issue has no effect at all.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-15710.
The product was found at: 80/tcp.

In Apache httpd 2.0.23 to 2.0.65, 2.2.0 to 2.2.34, and 2.4.0 to 2.4.29, mod_authnz_ldap, if configured with AuthLDAPCharsetConfig, uses the Accept-Language header value to lookup the right charset encoding when verifying the user's credentials. If the header value is not present in the charset conversion table, a fallback mechanism is used to truncate it to a two characters value to allow a quick retry (for example, 'en-US' is truncated to 'en'). A header value of less than two characters forces an out of bound write of one NUL byte to a memory location that is not part of the string. In the worst case, quite unlikely, the process would crash which could be used as a Denial of Service attack. In the more likely case, this memory is already reserved for future use and the issue has no effect at all.",CVE-2017-15710,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,dbf54e5e-3bd4-4bf0-ba89-b12d87e8006c,"","","","","
Details:
CVE-2017-15710
(OID: CVE-2017-15710)
Version used: 2023-11-07T02:40:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2017-15710
(OID: CVE-2017-15710)
","","",""
45.33.32.156,,,,5.3,Medium,75,"","CVE-2019-0220","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2019-0220.
The product was found at: 80/tcp.

A vulnerability was found in Apache HTTP Server 2.4.0 to 2.4.38. When the path component of a request URL contains multiple consecutive slashes ('/'), directives such as LocationMatch and RewriteRule must account for duplicates in regular expressions while other aspects of the servers processing will implicitly collapse them.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2019-0220.
The product was found at: 80/tcp.

A vulnerability was found in Apache HTTP Server 2.4.0 to 2.4.38. When the path component of a request URL contains multiple consecutive slashes ('/'), directives such as LocationMatch and RewriteRule must account for duplicates in regular expressions while other aspects of the servers processing will implicitly collapse them.",CVE-2019-0220,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,38fca909-4936-4d6a-a7c6-189c8b7b0ab4,"","","","","
Details:
CVE-2019-0220
(OID: CVE-2019-0220)
Version used: 2023-11-07T03:01:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2019-0220
(OID: CVE-2019-0220)
","","",""
45.33.32.156,,,,9.8,High,75,"","CVE-2023-25690","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2023-25690.
The product was found at: 80/tcp.

Some mod_proxy configurations on Apache HTTP Server versions 2.4.0 through 2.4.55 allow a HTTP Request Smuggling attack.




Configurations are affected when mod_proxy is enabled along with some form of RewriteRule
 or ProxyPassMatch in which a non-specific pattern matches
 some portion of the user-supplied request-target (URL) data and is then
 re-inserted into the proxied request-target using variable 
substitution. For example, something like:




RewriteEngine on
RewriteRule ""^/here/(.*)"" ""http://example.com:8080/elsewhere?$1""; [P]
ProxyPassReverse /here/ http://example.com:8080/


Request splitting/smuggling could result in bypass of access controls in the proxy server, proxying unintended URLs to existing origin servers, and cache poisoning. Users are recommended to update to at least version 2.4.56 of Apache HTTP Server.


","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2023-25690.
The product was found at: 80/tcp.

Some mod_proxy configurations on Apache HTTP Server versions 2.4.0 through 2.4.55 allow a HTTP Request Smuggling attack.




Configurations are affected when mod_proxy is enabled along with some form of RewriteRule
 or ProxyPassMatch in which a non-specific pattern matches
 some portion of the user-supplied request-target (URL) data and is then
 re-inserted into the proxied request-target using variable 
substitution. For example, something like:




RewriteEngine on
RewriteRule ""^/here/(.*)"" ""http://example.com:8080/elsewhere?$1""; [P]
ProxyPassReverse /here/ http://example.com:8080/


Request splitting/smuggling could result in bypass of access controls in the proxy server, proxying unintended URLs to existing origin servers, and cache poisoning. Users are recommended to update to at least version 2.4.56 of Apache HTTP Server.


",CVE-2023-25690,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,ff539c15-0090-4c61-aca2-d13aa4ac6a24,"","","","","
Details:
CVE-2023-25690
(OID: CVE-2023-25690)
Version used: 2024-01-02T16:15:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2023-25690
(OID: CVE-2023-25690)
","","",""
45.33.32.156,,,,9.8,High,75,"","CVE-2022-23943","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2022-23943.
The product was found at: 80/tcp.

Out-of-bounds Write vulnerability in mod_sed of Apache HTTP Server allows an attacker to overwrite heap memory with possibly attacker provided data. This issue affects Apache HTTP Server 2.4 version 2.4.52 and prior versions.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2022-23943.
The product was found at: 80/tcp.

Out-of-bounds Write vulnerability in mod_sed of Apache HTTP Server allows an attacker to overwrite heap memory with possibly attacker provided data. This issue affects Apache HTTP Server 2.4 version 2.4.52 and prior versions.",CVE-2022-23943,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,8c8f9613-21be-4086-ab65-0433d1b2f223,"","","","","
Details:
CVE-2022-23943
(OID: CVE-2022-23943)
Version used: 2023-11-07T03:44:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2022-23943
(OID: CVE-2022-23943)
","","",""
45.33.32.156,,,,7.5,High,75,"","CVE-2022-26377","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2022-26377.
The product was found at: 80/tcp.

Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') vulnerability in mod_proxy_ajp of Apache HTTP Server allows an attacker to smuggle requests to the AJP server it forwards requests to. This issue affects Apache HTTP Server Apache HTTP Server 2.4 version 2.4.53 and prior versions.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2022-26377.
The product was found at: 80/tcp.

Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') vulnerability in mod_proxy_ajp of Apache HTTP Server allows an attacker to smuggle requests to the AJP server it forwards requests to. This issue affects Apache HTTP Server Apache HTTP Server 2.4 version 2.4.53 and prior versions.",CVE-2022-26377,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,0f63bfd8-d17b-4381-a2a7-9c5f2ecfd930,"","","","","
Details:
CVE-2022-26377
(OID: CVE-2022-26377)
Version used: 2023-11-07T03:44:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2022-26377
(OID: CVE-2022-26377)
","","",""
45.33.32.156,,,,5.0,Medium,75,"","CVE-2015-3183","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2015-3183.
The product was found at: 80/tcp.

The chunked transfer coding implementation in the Apache HTTP Server before 2.4.14 does not properly parse chunk headers, which allows remote attackers to conduct HTTP request smuggling attacks via a crafted request, related to mishandling of large chunk-size values and invalid chunk-extension characters in modules/http/http_filters.c.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2015-3183.
The product was found at: 80/tcp.

The chunked transfer coding implementation in the Apache HTTP Server before 2.4.14 does not properly parse chunk headers, which allows remote attackers to conduct HTTP request smuggling attacks via a crafted request, related to mishandling of large chunk-size values and invalid chunk-extension characters in modules/http/http_filters.c.",CVE-2015-3183,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,127f4199-0845-49cb-98ef-d974467e37ab,"","","","","
Details:
CVE-2015-3183
(OID: CVE-2015-3183)
Version used: 2023-12-14T14:06:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2015-3183
(OID: CVE-2015-3183)
","","",""
45.33.32.156,,,,4.3,Medium,75,"","CVE-2015-3185","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2015-3185.
The product was found at: 80/tcp.

The ap_some_auth_required function in server/request.c in the Apache HTTP Server 2.4.x before 2.4.14 does not consider that a Require directive may be associated with an authorization setting rather than an authentication setting, which allows remote attackers to bypass intended access restrictions in opportunistic circumstances by leveraging the presence of a module that relies on the 2.2 API behavior.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2015-3185.
The product was found at: 80/tcp.

The ap_some_auth_required function in server/request.c in the Apache HTTP Server 2.4.x before 2.4.14 does not consider that a Require directive may be associated with an authorization setting rather than an authentication setting, which allows remote attackers to bypass intended access restrictions in opportunistic circumstances by leveraging the presence of a module that relies on the 2.2 API behavior.",CVE-2015-3185,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,b4d4d61d-078b-44b4-8266-7f5cfc48d8c0,"","","","","
Details:
CVE-2015-3185
(OID: CVE-2015-3185)
Version used: 2023-11-07T02:25:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2015-3185
(OID: CVE-2015-3185)
","","",""
45.33.32.156,,,,5.3,Medium,75,"","CVE-2018-1283","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2018-1283.
The product was found at: 80/tcp.

In Apache httpd 2.4.0 to 2.4.29, when mod_session is configured to forward its session data to CGI applications (SessionEnv on, not the default), a remote user may influence their content by using a ""Session"" header. This comes from the ""HTTP_SESSION"" variable name used by mod_session to forward its data to CGIs, since the prefix ""HTTP_"" is also used by the Apache HTTP Server to pass HTTP header fields, per CGI specifications.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2018-1283.
The product was found at: 80/tcp.

In Apache httpd 2.4.0 to 2.4.29, when mod_session is configured to forward its session data to CGI applications (SessionEnv on, not the default), a remote user may influence their content by using a ""Session"" header. This comes from the ""HTTP_SESSION"" variable name used by mod_session to forward its data to CGIs, since the prefix ""HTTP_"" is also used by the Apache HTTP Server to pass HTTP header fields, per CGI specifications.",CVE-2018-1283,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,4a82c07f-309d-4413-9998-7137ef844e4a,"","","","","
Details:
CVE-2018-1283
(OID: CVE-2018-1283)
Version used: 2023-11-07T02:55:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2018-1283
(OID: CVE-2018-1283)
","","",""
45.33.32.156,,,,9.8,High,75,"","CVE-2018-1312","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2018-1312.
The product was found at: 80/tcp.

In Apache httpd 2.2.0 to 2.4.29, when generating an HTTP Digest authentication challenge, the nonce sent to prevent reply attacks was not correctly generated using a pseudo-random seed. In a cluster of servers using a common Digest authentication configuration, HTTP requests could be replayed across servers by an attacker without detection.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2018-1312.
The product was found at: 80/tcp.

In Apache httpd 2.2.0 to 2.4.29, when generating an HTTP Digest authentication challenge, the nonce sent to prevent reply attacks was not correctly generated using a pseudo-random seed. In a cluster of servers using a common Digest authentication configuration, HTTP requests could be replayed across servers by an attacker without detection.",CVE-2018-1312,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,80dbe19b-43d9-457d-817c-05a06d2b11e2,"","","","","
Details:
CVE-2018-1312
(OID: CVE-2018-1312)
Version used: 2023-11-07T02:55:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2018-1312
(OID: CVE-2018-1312)
","","",""
45.33.32.156,,,,5.5,Medium,75,"","CVE-2020-13938","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2020-13938.
The product was found at: 80/tcp.

Apache HTTP Server versions 2.4.0 to 2.4.46 Unprivileged local users can stop httpd on Windows","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2020-13938.
The product was found at: 80/tcp.

Apache HTTP Server versions 2.4.0 to 2.4.46 Unprivileged local users can stop httpd on Windows",CVE-2020-13938,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,93c1cb31-ef09-4bf6-99c1-00af4543239c,"","","","","
Details:
CVE-2020-13938
(OID: CVE-2020-13938)
Version used: 2023-11-07T03:17:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2020-13938
(OID: CVE-2020-13938)
","","",""
45.33.32.156,,,,5.3,Medium,75,"","CVE-2020-11985","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2020-11985.
The product was found at: 80/tcp.

IP address spoofing when proxying using mod_remoteip and mod_rewrite For configurations using proxying with mod_remoteip and certain mod_rewrite rules, an attacker could spoof their IP address for logging and PHP scripts. Note this issue was fixed in Apache HTTP Server 2.4.24 but was retrospectively allocated a low severity CVE in 2020.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2020-11985.
The product was found at: 80/tcp.

IP address spoofing when proxying using mod_remoteip and mod_rewrite For configurations using proxying with mod_remoteip and certain mod_rewrite rules, an attacker could spoof their IP address for logging and PHP scripts. Note this issue was fixed in Apache HTTP Server 2.4.24 but was retrospectively allocated a low severity CVE in 2020.",CVE-2020-11985,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,bf69a20d-17e3-4a56-bf16-e796476b9910,"","","","","
Details:
CVE-2020-11985
(OID: CVE-2020-11985)
Version used: 2023-11-07T03:15:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2020-11985
(OID: CVE-2020-11985)
","","",""
45.33.32.156,,,,7.5,High,75,"","CVE-2018-17199","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2018-17199.
The product was found at: 80/tcp.

In Apache HTTP Server 2.4 release 2.4.37 and prior, mod_session checks the session expiry time before decoding the session. This causes session expiry time to be ignored for mod_session_cookie sessions since the expiry time is loaded when the session is decoded.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2018-17199.
The product was found at: 80/tcp.

In Apache HTTP Server 2.4 release 2.4.37 and prior, mod_session checks the session expiry time before decoding the session. This causes session expiry time to be ignored for mod_session_cookie sessions since the expiry time is loaded when the session is decoded.",CVE-2018-17199,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,9c841e3e-adb8-42d0-acbc-b78752fccfd9,"","","","","
Details:
CVE-2018-17199
(OID: CVE-2018-17199)
Version used: 2023-11-07T02:54:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2018-17199
(OID: CVE-2018-17199)
","","",""
45.33.32.156,,,,5.0,Medium,75,"","CVE-2013-6438","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2013-6438.
The product was found at: 80/tcp.

The dav_xml_get_cdata function in main/util.c in the mod_dav module in the Apache HTTP Server before 2.4.8 does not properly remove whitespace characters from CDATA sections, which allows remote attackers to cause a denial of service (daemon crash) via a crafted DAV WRITE request.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2013-6438.
The product was found at: 80/tcp.

The dav_xml_get_cdata function in main/util.c in the mod_dav module in the Apache HTTP Server before 2.4.8 does not properly remove whitespace characters from CDATA sections, which allows remote attackers to cause a denial of service (daemon crash) via a crafted DAV WRITE request.",CVE-2013-6438,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,afb28b7a-282d-4ef2-a133-17af700b9acd,"","","","","
Details:
CVE-2013-6438
(OID: CVE-2013-6438)
Version used: 2023-11-07T02:17:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2013-6438
(OID: CVE-2013-6438)
","","",""
45.33.32.156,,,,5.0,Medium,75,"","CVE-2013-5704","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2013-5704.
The product was found at: 80/tcp.

The mod_headers module in the Apache HTTP Server 2.2.22 allows remote attackers to bypass ""RequestHeader unset"" directives by placing a header in the trailer portion of data sent with chunked transfer coding.  NOTE: the vendor states ""this is not a security issue in httpd as such.""","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2013-5704.
The product was found at: 80/tcp.

The mod_headers module in the Apache HTTP Server 2.2.22 allows remote attackers to bypass ""RequestHeader unset"" directives by placing a header in the trailer portion of data sent with chunked transfer coding.  NOTE: the vendor states ""this is not a security issue in httpd as such.""",CVE-2013-5704,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,aa6b3fb9-f206-4c5b-a297-1705dd9e11d5,"","","","","
Details:
CVE-2013-5704
(OID: CVE-2013-5704)
Version used: 2023-11-07T02:16:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2013-5704
(OID: CVE-2013-5704)
","","",""
45.33.32.156,,,,8.2,High,75,"","CVE-2021-44224","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2021-44224.
The product was found at: 80/tcp.

A crafted URI sent to httpd configured as a forward proxy (ProxyRequests on) can cause a crash (NULL pointer dereference) or, for configurations mixing forward and reverse proxy declarations, can allow for requests to be directed to a declared Unix Domain Socket endpoint (Server Side Request Forgery). This issue affects Apache HTTP Server 2.4.7 up to 2.4.51 (included).","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2021-44224.
The product was found at: 80/tcp.

A crafted URI sent to httpd configured as a forward proxy (ProxyRequests on) can cause a crash (NULL pointer dereference) or, for configurations mixing forward and reverse proxy declarations, can allow for requests to be directed to a declared Unix Domain Socket endpoint (Server Side Request Forgery). This issue affects Apache HTTP Server 2.4.7 up to 2.4.51 (included).",CVE-2021-44224,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,43f7d427-f272-4f7b-b6d4-3d2f84ea65d3,"","","","","
Details:
CVE-2021-44224
(OID: CVE-2021-44224)
Version used: 2023-11-07T03:39:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2021-44224
(OID: CVE-2021-44224)
","","",""
45.33.32.156,,,,5.3,Medium,75,"","CVE-2019-17567","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2019-17567.
The product was found at: 80/tcp.

Apache HTTP Server versions 2.4.6 to 2.4.46 mod_proxy_wstunnel configured on an URL that is not necessarily Upgraded by the origin server was tunneling the whole connection regardless, thus allowing for subsequent requests on the same connection to pass through with no HTTP validation, authentication or authorization possibly configured.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2019-17567.
The product was found at: 80/tcp.

Apache HTTP Server versions 2.4.6 to 2.4.46 mod_proxy_wstunnel configured on an URL that is not necessarily Upgraded by the origin server was tunneling the whole connection regardless, thus allowing for subsequent requests on the same connection to pass through with no HTTP validation, authentication or authorization possibly configured.",CVE-2019-17567,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,d98ab50a-0d87-439e-9c88-29b75f81b2b4,"","","","","
Details:
CVE-2019-17567
(OID: CVE-2019-17567)
Version used: 2023-11-07T03:06:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2019-17567
(OID: CVE-2019-17567)
","","",""
45.33.32.156,,,,6.1,Medium,75,"","CVE-2019-10092","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2019-10092.
The product was found at: 80/tcp.

In Apache HTTP Server 2.4.0-2.4.39, a limited cross-site scripting issue was reported affecting the mod_proxy error page. An attacker could cause the link on the error page to be malformed and instead point to a page of their choice. This would only be exploitable where a server was set up with proxying enabled but was misconfigured in such a way that the Proxy Error page was displayed.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2019-10092.
The product was found at: 80/tcp.

In Apache HTTP Server 2.4.0-2.4.39, a limited cross-site scripting issue was reported affecting the mod_proxy error page. An attacker could cause the link on the error page to be malformed and instead point to a page of their choice. This would only be exploitable where a server was set up with proxying enabled but was misconfigured in such a way that the Proxy Error page was displayed.",CVE-2019-10092,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,40457f8f-16fe-4dc7-98f7-5c5c95755aaf,"","","","","
Details:
CVE-2019-10092
(OID: CVE-2019-10092)
Version used: 2023-11-07T03:02:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2019-10092
(OID: CVE-2019-10092)
","","",""
45.33.32.156,,,,6.1,Medium,75,"","CVE-2019-10098","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2019-10098.
The product was found at: 80/tcp.

In Apache HTTP server 2.4.0 to 2.4.39, Redirects configured with mod_rewrite that were intended to be self-referential might be fooled by encoded newlines and redirect instead to an unexpected URL within the request URL.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2019-10098.
The product was found at: 80/tcp.

In Apache HTTP server 2.4.0 to 2.4.39, Redirects configured with mod_rewrite that were intended to be self-referential might be fooled by encoded newlines and redirect instead to an unexpected URL within the request URL.",CVE-2019-10098,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,3ade9e0e-6e50-47b9-b3c6-af6c7e5ba07f,"","","","","
Details:
CVE-2019-10098
(OID: CVE-2019-10098)
Version used: 2023-11-07T03:02:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2019-10098
(OID: CVE-2019-10098)
","","",""
45.33.32.156,,,,7.5,High,75,"","CVE-2019-0217","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2019-0217.
The product was found at: 80/tcp.

In Apache HTTP Server 2.4 release 2.4.38 and prior, a race condition in mod_auth_digest when running in a threaded server could allow a user with valid credentials to authenticate using another username, bypassing configured access control restrictions.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2019-0217.
The product was found at: 80/tcp.

In Apache HTTP Server 2.4 release 2.4.38 and prior, a race condition in mod_auth_digest when running in a threaded server could allow a user with valid credentials to authenticate using another username, bypassing configured access control restrictions.",CVE-2019-0217,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,e346e992-9db7-4dd0-aa9e-ad741020a102,"","","","","
Details:
CVE-2019-0217
(OID: CVE-2019-0217)
Version used: 2023-11-07T03:01:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2019-0217
(OID: CVE-2019-0217)
","","",""
45.33.32.156,,,,9.0,High,75,"","CVE-2022-36760","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2022-36760.
The product was found at: 80/tcp.

Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') vulnerability in mod_proxy_ajp of Apache HTTP Server allows an attacker to smuggle requests to the AJP server it forwards requests to.  This issue affects Apache HTTP Server Apache HTTP Server 2.4 version 2.4.54 and prior versions.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2022-36760.
The product was found at: 80/tcp.

Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') vulnerability in mod_proxy_ajp of Apache HTTP Server allows an attacker to smuggle requests to the AJP server it forwards requests to.  This issue affects Apache HTTP Server Apache HTTP Server 2.4 version 2.4.54 and prior versions.",CVE-2022-36760,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,e8e2cc70-d455-4e1e-894e-5571ad61633f,"","","","","
Details:
CVE-2022-36760
(OID: CVE-2022-36760)
Version used: 2023-09-08T22:15:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2022-36760
(OID: CVE-2022-36760)
","","",""
