age_in_days;asset.display_fqdn;asset.display_ipv4_address;asset.display_ipv6_address;asset.display_mac_address;asset.host_name;asset.id;asset.name;asset.netbios_name;asset.network.id;asset.network.name;asset.operating_system;asset.system_type;asset.tags;asset_inventory;default_account;definition.bugtraq;definition.cpe;definition.cve;definition.cvss2.base_score;definition.cvss2.base_vector;definition.cvss2.temporal_score;definition.cvss2.temporal_vector;definition.cvss3.base_score;definition.cvss3.base_vector;definition.cvss3.temporal_score;definition.cvss3.temporal_vector;definition.cwe;;definition.exploitability_ease;definition.exploited_by_malware;definition.exploited_by_nessus;definition.family;definition.iava;definition.iavb;definition.iavm;definition.iavt;definition.id;definition.in_the_news;definition.malware;definition.name;definition.patch_published;definition.plugin_published;definition.plugin_updated;definition.plugin_version;definition.references;definition.see_also;definition.severity;definition.solution;definition.stig_severity;definition.synopsis;definition.type;definition.unsupported_by_vendor;definition.vpr.drivers_age_of_vulns_high;definition.vpr.drivers_age_of_vulns_low;definition.vpr.drivers_cvss3_impact_score;definition.vpr.drivers_exploit_code_maturity;definition.vpr.drivers_product_coverage;definition.vpr.drivers_threat_intensity;definition.vpr.drivers_threat_recency_high;definition.vpr.drivers_threat_recency_low;definition.vpr.drivers_threat_sources;definition.vpr.score;definition.vulnerability_published;first_observed;id;last_seen;output;port;protocol;recast_reason;risk_modified;scan.id;severity;state
20;Blah73;10.0.0.73;fe80:0:0:0:20d:3aff:fe39:2af8;00:0d:3a:39:2a:f8;Blah73;0ba90406-30ad-4b96-b45f-f5edc1f84b30;Blah73;;00000000-0000-0000-0000-000000000000;Default;CentOS Linux 7 (Core);azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Azure_BU"",""value"":""Platform Products""},{""category"":""Azure_OU"",""value"":""TTI""},{""category"":""Azure_CC"",""value"":""PP-Traffic""},{""category"":""Azure"",""value"":""tti-orlando-dev""}]";;;;;;2.1;CVSS2#AV:N/AC:H/Au:S/C:N/I:P/A:N;;;3.1;CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N;;;;"Some daemon processes on the remote host are associated with programs that have been installed manually.

System administration best practice dictates that an operating system's native package management tools be used to manage software installation, updates, and removal whenever possible.";;FALSE;FALSE;Misc.;;;;;33851;FALSE;FALSE;Network daemons not managed by the package system;;2008-08-08T00:00:00Z;2022-12-21T00:00:00Z;1.24;;;Low;"Use packages supplied by the operating system vendor whenever possible.

And make sure that manual software installation agrees with your organization's acceptable use and security policies.";;Some daemon processes on the remote host are associated with programs that have been installed manually.;LOCAL;FALSE;;;;;;;;;;;;2023-06-22T12:09:22.654Z;06f07279-3e32-4235-bbbb-3c6520ae5cd8;2023-07-12T12:13:51.570Z;"'
The following running daemons are not managed by RPM :

/opt/prometheus/exporters/dist/node_exporter-0.17.0.linux-amd64/node_exporter
/opt/rapid7/ir_agent/components/insight_agent/3.3.2.35/ir_agent
";0;TCP;;NONE;a1b10bb5-52cf-4b23-b223-1c3619e0332e;Low;ACTIVE
19;Blah74;10.0.0.74;fe80:0:0:0:20d:3aff:fe20:4290;00:0d:3a:20:42:90;Blah74;2f058c6d-e8f2-444f-ba10-55d288f574b5;Blah74;;00000000-0000-0000-0000-000000000000;Default;CentOS Linux 7 (Core);azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Azure_OU"",""value"":""PU Delivery""},{""category"":""Azure_CC"",""value"":""MAPS-PU Delivery""},{""category"":""Azure_BU"",""value"":""Maps""},{""category"":""Azure"",""value"":""nds-prod""}]";;;;p-cpe:/a:centos:centos:dnsmasq, p-cpe:/a:centos:centos:dnsmasq-utils, cpe:/o:centos:centos:7;CVE-2020-25684, CVE-2020-25685, CVE-2020-25686;4.3;CVSS2#AV:N/AC:M/Au:N/C:N/I:P/A:N;3.2;CVSS2#E:U/RL:OF/RC:C;3.7;CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N;3.2;CVSS:3.0/E:U/RL:O/RC:C;358;"The remote CentOS Linux 7 host has packages installed that are affected by multiple vulnerabilities as referenced in the CESA-2021:0153 advisory.

  - dnsmasq: loose address/port check in reply_query() makes forging replies easier for an off-path attacker     (CVE-2020-25684)

  - dnsmasq: loose query name check in reply_query() makes forging replies easier for an off-path attacker     (CVE-2020-25685)

  - dnsmasq: multiple queries forwarded for the same name makes forging replies easier for an off-path     attacker (CVE-2020-25686)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.";NOT_AVAILABLE;FALSE;FALSE;CentOS Local Security Checks;;;;;145439;FALSE;FALSE;CentOS 7 : dnsmasq (CESA-2021:0153);2021-01-25T00:00:00Z;2021-01-26T00:00:00Z;2022-12-05T00:00:00Z;1.4;CVE=[CVE-2020-25684, CVE-2020-25685, CVE-2020-25686], CWE=[358], RHSA=[2021:0153];http://www.nessus.org/u?09cecf18, https://cwe.mitre.org/data/definitions/358.html;Medium;Update the affected dnsmasq and / or dnsmasq-utils packages.;;The remote CentOS Linux host is missing one or more security updates.;LOCAL;FALSE;;731;1.4;UNPROVEN;MEDIUM;VERY_LOW;;;No recorded events;2.2;2021-01-19T00:00:00Z;2023-06-23T12:16:33.667Z;07135946-a680-4802-b13f-568e37958a69;2023-07-12T12:00:54.253Z;"'
Remote package installed : dnsmasq-2.76-10.el7_7.1
Should be                : dnsmasq-2.76-16.el7_9.1

Remote package installed : dnsmasq-utils-2.76-10.el7_7.1
Should be                : dnsmasq-utils-2.76-16.el7_9.1

";0;TCP;;NONE;369a932f-8141-42ac-85cc-645634caebf6;Low;ACTIVE
380;Blah75;10.0.0.75;;;Blah75;7dd16b75-8ee8-422f-9541-f1b6e5c20366;Blah75;;00000000-0000-0000-0000-000000000000;Default;Linux Kernel 3.13 on Ubuntu 14.04 (trusty);general-purpose;"[{""category"":""Office"",""value"":""Eindhoven""}]";;;;;;2.6;CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N;;;3.7;CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N;;;;"The remote SSH server is configured to allow key exchange algorithms which are considered weak.

This is based on the IETF draft document Key Exchange (KEX) Method Updates and Recommendations for Secure Shell (SSH) draft-ietf-curdle-ssh-kex-sha2-20. Section 4 lists guidance on key exchange algorithms that SHOULD NOT and MUST NOT be enabled. This includes:

  diffie-hellman-group-exchange-sha1

  diffie-hellman-group1-sha1

  gss-gex-sha1-*

  gss-group1-sha1-*

  gss-group14-sha1-*

  rsa1024-sha1

Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.";;FALSE;FALSE;Misc.;;;;;153953;FALSE;FALSE;SSH Weak Key Exchange Algorithms Enabled;;2021-10-13T00:00:00Z;2021-10-13T00:00:00Z;1.2;;http://www.nessus.org/u?b02d91cd, https://datatracker.ietf.org/doc/html/rfc8732;Low;Contact the vendor or consult product documentation to disable the weak algorithms.;;The remote SSH server is configured to allow weak key exchange algorithms.;REMOTE;FALSE;;;;;;;;;;;;2022-06-27T12:27:30.880Z;07156aa2-1578-4d5d-b6f4-e3ccc222c2af;2023-07-10T15:23:04.165Z;"'
The following weak key exchange algorithms are enabled : 

  diffie-hellman-group-exchange-sha1
  diffie-hellman-group1-sha1
";22;TCP;;NONE;06f8d74d-94b0-4a80-b581-fc3c273cc695;Low;RESURFACED
376;Blah76;10.0.0.76;;;Blah76;52085b7c-379a-42f6-9aad-e6dc61d49ef7;Blah76;;00000000-0000-0000-0000-000000000000;Default;Ubuntu 16.04 Linux Kernel 4.4;unknown;"[{""category"":""Office"",""value"":""pune2""},{""category"":""Network_Security"",""value"":""Assets""},{""category"":""Office"",""value"":""Pune""}]";;;32319;;CVE-2008-5161;2.6;CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N;1.9;CVSS2#E:U/RL:OF/RC:C;;;;;200;"The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext. 

Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.";NOT_AVAILABLE;FALSE;FALSE;Misc.;;;;;70658;FALSE;FALSE;SSH Server CBC Mode Ciphers Enabled;;2013-10-28T00:00:00Z;2018-07-30T00:00:00Z;1.4;BUGTRAQ=[32319], CERT=[958563], CVE=[CVE-2008-5161], CWE=[200];;Low;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;;The SSH server is configured to use Cipher Block Chaining.;REMOTE;FALSE;;731;2.5;UNPROVEN;HIGH;VERY_LOW;;;No recorded events;2.5;2008-11-24T00:00:00Z;2022-07-01T08:42:51.567Z;0796e0f2-4969-4854-9f03-46552b6990ab;2023-07-11T13:43:41.727Z;"'
The following client-to-server Cipher Block Chaining (CBC) algorithms
are supported : 

  3des-cbc
  aes128-cbc
  aes256-cbc

The following server-to-client Cipher Block Chaining (CBC) algorithms
are supported : 

  3des-cbc
  aes128-cbc
  aes256-cbc
";22;TCP;;NONE;8aad221d-7476-4c0c-a177-0d6498dad745;Low;RESURFACED
368;Blah77;10.0.0.77;;;Blah77;d273fc4c-eaeb-47da-91cb-d0be218bd50f;Blah77;;00000000-0000-0000-0000-000000000000;Default;F5 Networks BIG-IP;load-balancer;"[{""category"":""Data_Centers"",""value"":""EMEA: Data Center 1""}]";;;32319;;CVE-2008-5161;2.6;CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N;1.9;CVSS2#E:U/RL:OF/RC:C;;;;;200;"The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext. 

Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.";NOT_AVAILABLE;FALSE;FALSE;Misc.;;;;;70658;FALSE;FALSE;SSH Server CBC Mode Ciphers Enabled;;2013-10-28T00:00:00Z;2018-07-30T00:00:00Z;1.4;BUGTRAQ=[32319], CERT=[958563], CVE=[CVE-2008-5161], CWE=[200];;Low;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;;The SSH server is configured to use Cipher Block Chaining.;REMOTE;FALSE;;731;2.5;UNPROVEN;HIGH;VERY_LOW;;;No recorded events;2.5;2008-11-24T00:00:00Z;2022-07-10T00:27:38.683Z;079781ca-695b-4e1f-b505-bac25fdefacc;2023-07-09T00:08:31.714Z;"'
The following client-to-server Cipher Block Chaining (CBC) algorithms
are supported : 

  aes128-cbc
  aes192-cbc
  aes256-cbc

The following server-to-client Cipher Block Chaining (CBC) algorithms
are supported : 

  aes128-cbc
  aes192-cbc
  aes256-cbc
";22;TCP;;NONE;4e68d1bf-9631-41b9-b2f6-c6d6f294d6c0;Low;ACTIVE
19;Blah78;10.0.0.78;fe80:0:0:0:20d:3aff:fe4a:382;00:0d:3a:4a:03:82;Blah78;7ff1afe0-90fc-41bb-908f-d69a59e3fc33;Blah78;;00000000-0000-0000-0000-000000000000;Default;CentOS Linux 7 (Core);azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Azure_OU"",""value"":""PU Delivery""},{""category"":""Azure_CC"",""value"":""MAPS-PU Delivery""},{""category"":""Azure_BU"",""value"":""Maps""},{""category"":""Azure"",""value"":""nds-prod""}]";;;;p-cpe:/a:centos:centos:java-11-openjdk, p-cpe:/a:centos:centos:java-11-openjdk-demo, p-cpe:/a:centos:centos:java-11-openjdk-devel, p-cpe:/a:centos:centos:java-11-openjdk-headless, p-cpe:/a:centos:centos:java-11-openjdk-javadoc, p-cpe:/a:centos:centos:java-11-openjdk-javadoc-zip, p-cpe:/a:centos:centos:java-11-openjdk-jmods, p-cpe:/a:centos:centos:java-11-openjdk-src, p-cpe:/a:centos:centos:java-11-openjdk-static-libs, cpe:/o:centos:centos:7;CVE-2023-21835, CVE-2023-21843;2.6;CVSS2#AV:N/AC:H/Au:N/C:N/I:P/A:N;1.9;CVSS2#E:U/RL:OF/RC:C;3.7;CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N;3.2;CVSS:3.0/E:U/RL:O/RC:C;400, 646;"The remote CentOS Linux 7 host has packages installed that are affected by multiple vulnerabilities as referenced in the CESA-2023:0195 advisory.

  - OpenJDK: handshake DoS attack against DTLS connections (JSSE, 8287411) (CVE-2023-21835)

  - OpenJDK: soundbank URL remote loading (Sound, 8293742) (CVE-2023-21843)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";NOT_AVAILABLE;FALSE;FALSE;CentOS Local Security Checks;;;;;170861;FALSE;FALSE;CentOS 7 : java-11-openjdk (CESA-2023:0195);2023-01-30T00:00:00Z;2023-01-30T00:00:00Z;2023-01-30T00:00:00Z;1.0;CVE=[CVE-2023-21835, CVE-2023-21843], CWE=[400, 646], RHSA=[2023:0195];http://www.nessus.org/u?75f0c145;Low;Update the affected packages.;;The remote CentOS Linux host is missing one or more security updates.;LOCAL;FALSE;180;61;1.4;UNPROVEN;MEDIUM;VERY_LOW;;;No recorded events;1.4;2023-01-17T00:00:00Z;2023-06-23T12:14:13.279Z;07bd8e21-84de-4863-9d74-0e6b64fca45e;2023-07-12T11:53:13.882Z;"'
Remote package installed : java-11-openjdk-11.0.6.10-1.el7_7
Should be                : java-11-openjdk-11.0.18.0.10-1.el7_9

Remote package installed : java-11-openjdk-devel-11.0.6.10-1.el7_7
Should be                : java-11-openjdk-devel-11.0.18.0.10-1.el7_9

Remote package installed : java-11-openjdk-headless-11.0.6.10-1.el7_7
Should be                : java-11-openjdk-headless-11.0.18.0.10-1.el7_9

";0;TCP;;NONE;369a932f-8141-42ac-85cc-645634caebf6;Low;ACTIVE
6;Blah79;10.0.0.79;fe80:0:0:0:20d:3aff:feae:14fc;00:0d:3a:ae:14:fc;Blah79;79720dd5-b80e-47b2-8b27-d2712da88e8f;Blah79;;00000000-0000-0000-0000-000000000000;Default;CentOS Linux 7 (Core);azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Azure_OU"",""value"":""PU Delivery""},{""category"":""Azure_CC"",""value"":""MAPS-PU Delivery""},{""category"":""Azure_BU"",""value"":""Maps""},{""category"":""Azure"",""value"":""nds-prod""}]";;;;p-cpe:/a:centos:centos:libgudev1, p-cpe:/a:centos:centos:libgudev1-devel, p-cpe:/a:centos:centos:systemd, p-cpe:/a:centos:centos:systemd-devel, p-cpe:/a:centos:centos:systemd-journal-gateway, p-cpe:/a:centos:centos:systemd-libs, p-cpe:/a:centos:centos:systemd-networkd, p-cpe:/a:centos:centos:systemd-python, p-cpe:/a:centos:centos:systemd-resolved, p-cpe:/a:centos:centos:systemd-sysv, cpe:/o:centos:centos:7;CVE-2019-20386;2.1;CVSS2#AV:L/AC:L/Au:N/C:N/I:N/A:P;1.6;CVSS2#E:U/RL:OF/RC:C;2.4;CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L;2.1;CVSS:3.0/E:U/RL:O/RC:C;400;"The remote CentOS Linux 7 host has packages installed that are affected by a vulnerability as referenced in the CESA-2020:4007 advisory.

  - systemd: memory leak in button_open() in login/logind-button.c when udev events are received     (CVE-2019-20386)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.";NOT_AVAILABLE;FALSE;FALSE;CentOS Local Security Checks;;;;;141588;FALSE;FALSE;CentOS 7 : systemd (CESA-2020:4007);2020-10-20T00:00:00Z;2020-10-20T00:00:00Z;2020-11-30T00:00:00Z;1.4;CVE=[CVE-2019-20386], CWE=[400], RHSA=[2020:4007];http://www.nessus.org/u?9db51b2f, https://cwe.mitre.org/data/definitions/400.html;Low;Update the affected packages.;;The remote CentOS Linux host is missing a security update.;LOCAL;FALSE;;731;1.4;UNPROVEN;HIGH;VERY_LOW;;;No recorded events;2.2;2020-01-21T00:00:00Z;2023-07-06T12:01:30.620Z;07c1c7c0-a0ee-47b5-bd61-18024b470dad;2023-07-12T11:38:53.299Z;"'
Remote package installed : systemd-219-67.el7_7.2
Should be                : systemd-219-78.el7

Remote package installed : systemd-libs-219-67.el7_7.2
Should be                : systemd-libs-219-78.el7

Remote package installed : systemd-python-219-67.el7_7.2
Should be                : systemd-python-219-78.el7

Remote package installed : systemd-sysv-219-67.el7_7.2
Should be                : systemd-sysv-219-78.el7


NOTE: The security advisory associated with this vulnerability has a
fixed package version that may only be available in the continuous
release (CR) repository for CentOS, until it is present in the next
point release of CentOS.

If an equal or higher package level does not exist in the baseline
repository for your major version of CentOS, then updates from the CR
repository will need to be applied in order to address the
vulnerability.
";0;TCP;;NONE;369a932f-8141-42ac-85cc-645634caebf6;Low;ACTIVE
72;Blah80;10.0.0.80;2400:2200:3c3:db8f:1fd0:f9ce:2dd:b6bb;80:38:fb:f1:9a:37;Blah80;48085ddf-8818-49f0-86a8-6b3be7aeaebd;Blah80;;00000000-0000-0000-0000-000000000000;Default;Ubuntu 22.04.2 LTS (Jammy Jellyfish);general-purpose;"[{""category"":""Endpoints"",""value"":""all""},{""category"":""Endpoints"",""value"":""Linux""}]";;;;;;2.1;CVSS2#AV:N/AC:H/Au:S/C:N/I:P/A:N;;;3.1;CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N;;;;"Some daemon processes on the remote host are associated with programs that have been installed manually.

System administration best practice dictates that an operating system's native package management tools be used to manage software installation, updates, and removal whenever possible.";;FALSE;FALSE;Misc.;;;;;33851;FALSE;FALSE;Network daemons not managed by the package system;;2008-08-08T00:00:00Z;2022-12-21T00:00:00Z;1.24;;;Low;"Use packages supplied by the operating system vendor whenever possible.

And make sure that manual software installation agrees with your organization's acceptable use and security policies.";;Some daemon processes on the remote host are associated with programs that have been installed manually.;LOCAL;FALSE;;;;;;;;;;;;2023-05-02T03:18:27.445Z;07e042c5-2c25-4b85-9280-151c551457de;2023-07-13T02:26:25.746Z;"'
The following running daemon is not managed by dpkg :

/usr/sbin/dhclient
";0;TCP;;NONE;18ce976c-e315-475e-90a7-54f3234823d0;Low;RESURFACED
19;Blah81;10.0.0.81;fe80:0:0:0:20d:3aff:fe2f:aae0;00:0d:3a:2f:aa:e0;Blah81;6da798fb-85ce-4389-9e3f-51a15f8ac53b;Blah81;;00000000-0000-0000-0000-000000000000;Default;CentOS Linux 7 (Core);azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Azure_OU"",""value"":""PU Delivery""},{""category"":""Azure_CC"",""value"":""MAPS-PU Delivery""},{""category"":""Azure_BU"",""value"":""Maps""},{""category"":""Azure"",""value"":""nds-prod""}]";;;;p-cpe:/a:centos:centos:glibc, p-cpe:/a:centos:centos:glibc-common, p-cpe:/a:centos:centos:glibc-devel, p-cpe:/a:centos:centos:glibc-headers, p-cpe:/a:centos:centos:glibc-static, p-cpe:/a:centos:centos:glibc-utils, p-cpe:/a:centos:centos:nscd, cpe:/o:centos:centos:7;CVE-2019-19126;2.1;CVSS2#AV:L/AC:L/Au:N/C:P/I:N/A:N;1.6;CVSS2#E:U/RL:OF/RC:C;3.3;CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N;2.9;CVSS:3.0/E:U/RL:O/RC:C;20;"The remote CentOS Linux 7 host has packages installed that are affected by a vulnerability as referenced in the CESA-2020:3861 advisory.

  - glibc: LD_PREFER_MAP_32BIT_EXEC not ignored in setuid binaries (CVE-2019-19126)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.";NOT_AVAILABLE;FALSE;FALSE;CentOS Local Security Checks;;;;;141625;FALSE;FALSE;CentOS 7 : glibc (CESA-2020:3861);2020-10-20T00:00:00Z;2020-10-20T00:00:00Z;2020-11-30T00:00:00Z;1.4;CVE=[CVE-2019-19126], CWE=[20], RHSA=[2020:3861];http://www.nessus.org/u?a3ca8c1b, https://cwe.mitre.org/data/definitions/20.html;Low;Update the affected packages.;;The remote CentOS Linux host is missing a security update.;LOCAL;FALSE;;731;1.4;UNPROVEN;MEDIUM;VERY_LOW;;;No recorded events;1.4;2019-11-19T00:00:00Z;2023-06-23T12:09:30.539Z;07e2555d-856b-403a-ba2c-87587a72bdeb;2023-07-12T11:55:14.864Z;"'
Remote package installed : glibc-2.17-292.el7
Should be                : glibc-2.17-317.el7

Remote package installed : glibc-common-2.17-292.el7
Should be                : glibc-common-2.17-317.el7


NOTE: The security advisory associated with this vulnerability has a
fixed package version that may only be available in the continuous
release (CR) repository for CentOS, until it is present in the next
point release of CentOS.

If an equal or higher package level does not exist in the baseline
repository for your major version of CentOS, then updates from the CR
repository will need to be applied in order to address the
vulnerability.
";0;TCP;;NONE;369a932f-8141-42ac-85cc-645634caebf6;Low;ACTIVE
20;Blah82;10.0.0.82;fe80:0:0:0:6245:bdff:fe87:c82c;60:45:bd:87:c8:2c;Blah82;293b3438-6933-43c9-99c5-f9bdb692e49f;Blah82;;00000000-0000-0000-0000-000000000000;Default;AlmaLinux 8.5 (Arctic Sphynx);azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Owners"",""value"":""bruce.adam@tttttttnnnnnn.com},{""category"":""Azure_OU"",""value"":""PU PLATFORM""},{""category"":""Azure_CC"",""value"":""MAPS-Floating car Data""},{""category"":""Azure_BU"",""value"":""Maps""},{""category"":""Azure"",""value"":""consumer-sport-fws-prod""}]";;;;p-cpe:/a:alma:linux:grub2-common, p-cpe:/a:alma:linux:grub2-efi-aa64, p-cpe:/a:alma:linux:grub2-efi-aa64-cdboot, p-cpe:/a:alma:linux:grub2-efi-aa64-modules, p-cpe:/a:alma:linux:grub2-efi-ia32, p-cpe:/a:alma:linux:grub2-efi-ia32-cdboot, p-cpe:/a:alma:linux:grub2-efi-ia32-modules, p-cpe:/a:alma:linux:grub2-efi-x64, p-cpe:/a:alma:linux:grub2-efi-x64-cdboot, p-cpe:/a:alma:linux:grub2-efi-x64-modules, p-cpe:/a:alma:linux:grub2-pc, p-cpe:/a:alma:linux:grub2-pc-modules, p-cpe:/a:alma:linux:grub2-ppc64le-modules, p-cpe:/a:alma:linux:grub2-tools, p-cpe:/a:alma:linux:grub2-tools-efi, p-cpe:/a:alma:linux:grub2-tools-extra, p-cpe:/a:alma:linux:grub2-tools-minimal, cpe:/o:alma:linux:8;CVE-2021-3981;2.1;CVSS2#AV:L/AC:L/Au:N/C:P/I:N/A:N;1.6;CVSS2#E:U/RL:OF/RC:C;3.3;CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N;2.9;CVSS:3.0/E:U/RL:O/RC:C;;"The remote AlmaLinux 8 host has packages installed that are affected by a vulnerability as referenced in the ALSA-2022:2110 advisory.

  - A flaw in grub2 was found where its configuration file, known as grub.cfg, is being created with the wrong     permission set allowing non privileged users to read its content. This represents a low severity     confidentiality issue, as those users can eventually read any encrypted passwords present in grub.cfg.
    This flaw affects grub2 2.06 and previous versions. This issue has been fixed in grub upstream but no     version with the fix is currently released. (CVE-2021-3981)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.";NOT_AVAILABLE;FALSE;FALSE;Alma Linux Local Security Checks;;;;;161091;FALSE;FALSE;AlmaLinux 8 : grub2 (ALSA-2022:2110);2022-05-10T00:00:00Z;2022-05-12T00:00:00Z;2022-05-12T00:00:00Z;1.2;CVE=[CVE-2021-3981];https://errata.almalinux.org/8/ALSA-2022-2110.html;Low;Update the affected packages.;;The remote AlmaLinux host is missing a security update.;LOCAL;FALSE;730;366;1.4;UNPROVEN;LOW;VERY_LOW;;;No recorded events;1.4;2022-03-10T00:00:00Z;2023-06-22T12:20:39.295Z;08245477-901f-4cd9-8dd0-9f6e18e0f5e6;2023-07-12T12:14:28.603Z;"'
Remote package installed : grub2-common-2.02-106.el8.alma
Should be                : grub2-common-2.02-123.el8.alma

Remote package installed : grub2-efi-x64-2.02-106.el8.alma
Should be                : grub2-efi-x64-2.02-123.el8.alma

Remote package installed : grub2-pc-modules-2.02-106.el8.alma
Should be                : grub2-pc-modules-2.02-123.el8.alma

Remote package installed : grub2-tools-2.02-106.el8.alma
Should be                : grub2-tools-2.02-123.el8.alma

Remote package installed : grub2-tools-extra-2.02-106.el8.alma
Should be                : grub2-tools-extra-2.02-123.el8.alma

Remote package installed : grub2-tools-minimal-2.02-106.el8.alma
Should be                : grub2-tools-minimal-2.02-123.el8.alma

";0;TCP;;NONE;8d415c91-c867-4dca-9a05-b2a2e8376a37;Low;ACTIVE
76;Blah83;10.0.0.83;fe80:0:0:0:20d:3aff:fe20:15f4;00:0d:3a:20:15:f4;Blah83;03339f00-1839-4a68-8238-374e40506291;Blah83;;81b1923f-e771-4a14-8ea9-eed2948851aa;LicensedVMs;Ubuntu 20.04.6 LTS (Focal Fossa);azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure_BU"",""value"":""Platform Products""},{""category"":""Azure_OU"",""value"":""SERVICE PLATFORM""},{""category"":""Azure"",""value"":""cit-storage-dev""},{""category"":""Owners"",""value"":""Artem.Zaitsev@tomtom.com;guido.blenk@tttttttnnnnnn.com},{""category"":""Azure"",""value"":""Connector""},{""category"":""Azure_CC"",""value"":""PP-Storage""}]";;;;;;2.1;CVSS2#AV:N/AC:H/Au:S/C:N/I:P/A:N;;;3.1;CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N;;;;"Some daemon processes on the remote host are associated with programs that have been installed manually.

System administration best practice dictates that an operating system's native package management tools be used to manage software installation, updates, and removal whenever possible.";;FALSE;FALSE;Misc.;;;;;33851;FALSE;FALSE;Network daemons not managed by the package system;;2008-08-08T00:00:00Z;2022-12-21T00:00:00Z;1.24;;;Low;"Use packages supplied by the operating system vendor whenever possible.

And make sure that manual software installation agrees with your organization's acceptable use and security policies.";;Some daemon processes on the remote host are associated with programs that have been installed manually.;LOCAL;FALSE;;;;;;;;;;;;2023-04-27T11:42:30.355Z;082b8b0a-98c8-4f3e-8784-0871d07577a5;2023-07-12T11:49:34.446Z;"'
The following running daemons are not managed by dpkg :

/opt/VRTSpbx/bin/pbx_exchange
/opt/rapid7/ir_agent/components/insight_agent/3.3.2.35/ir_agent
/usr/openv/netbackup/bin/bpcd
/usr/openv/netbackup/bin/vnetd
";0;TCP;;NONE;36689532-382c-4bf7-a08e-54157a828caf;Low;ACTIVE
