PROFILE,ACCOUNT_NUM,REGION,TITLE_ID,RESULT,SCORED,LEVEL,TITLE_TEXT,NOTES,COMPLIANCE,SEVERITY,SERVICENAME,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),ap-south-1: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),eu-west-3: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),eu-west-2: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),eu-west-1: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),ap-northeast-2: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),ap-northeast-1: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),sa-east-1: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),ca-central-1: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),ap-southeast-1: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),ap-southeast-2: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),eu-central-1: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),us-east-1: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),us-east-2: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),us-west-1: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.31,INFO,Not Scored,Extra,[extra731] Check if SNS topics have policy set as Public (Not Scored) (Not part of CIS benchmark),us-west-2: No SNS topic found,Software and Configuration Checks,Critical,sns,
default,123456789012,eu-west-1,7.32,INFO,Not Scored,Extra,[extra732] Check if Geo restrictions are enabled in CloudFront distributions (Not Scored) (Not part of CIS benchmark),No CloudFront distributions found,Software and Configuration Checks,Low,cloudfront,
default,123456789012,eu-west-1,7.33,INFO,Not Scored,Extra,[extra733] Check if there are SAML Providers then STS can be used (Not Scored) (Not part of CIS benchmark),No SAML Provider found. Add one and use STS,ens-op.acc.1.aws.iam.1,Low,iam,
default,123456789012,eu-west-1,7.34,FAIL,Not Scored,Extra,[extra734] Check if S3 buckets have default encryption (SSE) enabled or use a bucket policy to enforce it (Not Scored) (Not part of CIS benchmark),No bucket policy for aws-logs-430150006394-eu-west-1,ens-mp.info.3.s3.1,Medium,s3,
default,123456789012,eu-west-1,7.34,FAIL,Not Scored,Extra,[extra734] Check if S3 buckets have default encryption (SSE) enabled or use a bucket policy to enforce it (Not Scored) (Not part of CIS benchmark),No bucket policy for wikipedia-bff,ens-mp.info.3.s3.1,Medium,s3,
default,123456789012,eu-west-1,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),Looking for RDS Volumes in all regions...  ,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,eu-north-1,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),eu-north-1: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,ap-south-1,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),ap-south-1: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,eu-west-3,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),eu-west-3: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,eu-west-2,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),eu-west-2: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,eu-west-1,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),eu-west-1: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,ap-northeast-2,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),ap-northeast-2: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,ap-northeast-1,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),ap-northeast-1: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,sa-east-1,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),sa-east-1: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,ca-central-1,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),ca-central-1: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,ap-southeast-1,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),ap-southeast-1: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,ap-southeast-2,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),ap-southeast-2: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,eu-central-1,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),eu-central-1: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,us-east-1,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),us-east-1: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,us-east-2,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),us-east-2: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,us-west-1,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),us-west-1: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,us-west-2,7.35,INFO,Not Scored,Extra,[extra735] Check if RDS instances storage is encrypted (Not Scored) (Not part of CIS benchmark),us-west-2: No RDS instances found,ens-mp.info.3.aws.rds.1,Medium,rds,
default,123456789012,eu-west-1,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),Looking for KMS keys in all regions...  ,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,eu-north-1,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),eu-north-1: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,ap-south-1,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),ap-south-1: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,eu-west-3,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),eu-west-3: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,eu-west-2,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),eu-west-2: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,eu-west-1,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),eu-west-1: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,ap-northeast-2,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),ap-northeast-2: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,ap-northeast-1,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),ap-northeast-1: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,sa-east-1,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),sa-east-1: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,ca-central-1,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),ca-central-1: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,ap-southeast-1,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),ap-southeast-1: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,ap-southeast-2,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),ap-southeast-2: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,eu-central-1,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),eu-central-1: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,us-east-1,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),us-east-1: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,us-east-2,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),us-east-2: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,us-west-1,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),us-west-1: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,us-west-2,7.36,INFO,Not Scored,Extra,[extra736] Check exposed KMS keys (Not Scored) (Not part of CIS benchmark),us-west-2: No KMS keys found,ens-op.exp.11.aws.kms.2,Critical,kms,
default,123456789012,eu-west-1,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),Looking for KMS keys in all regions...  ,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,eu-north-1,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),eu-north-1: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,ap-south-1,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),ap-south-1: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,eu-west-3,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),eu-west-3: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,eu-west-2,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),eu-west-2: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,eu-west-1,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),eu-west-1: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,ap-northeast-2,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),ap-northeast-2: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,ap-northeast-1,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),ap-northeast-1: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,sa-east-1,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),sa-east-1: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,ca-central-1,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),ca-central-1: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,ap-southeast-1,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),ap-southeast-1: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,ap-southeast-2,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),ap-southeast-2: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,eu-central-1,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),eu-central-1: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,us-east-1,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),us-east-1: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,us-east-2,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),us-east-2: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,us-west-1,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),us-west-1: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,us-west-2,7.37,INFO,Not Scored,Extra,[extra737] Check KMS keys with key rotation disabled (Not Scored) (Not part of CIS benchmark),us-west-2: No KMS keys found,ens-op.exp.11.aws.kms.3,Medium,kms,
default,123456789012,us-west-2,7.38,INFO,Not Scored,Extra,[extra738] Check if CloudFront distributions are set to HTTPS (Not Scored) (Not part of CIS benchmark),No CloudFront distributions found,ens-mp.com.2.aws.front.1,Medium,cloudfront,
default,123456789012,eu-north-1,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),eu-north-1: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,ap-south-1,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),ap-south-1: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,eu-west-3,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),eu-west-3: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,eu-west-2,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),eu-west-2: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,eu-west-1,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),eu-west-1: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,ap-northeast-2,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),ap-northeast-2: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,ap-northeast-1,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),ap-northeast-1: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,sa-east-1,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),sa-east-1: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,ca-central-1,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),ca-central-1: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,ap-southeast-1,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),ap-southeast-1: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,ap-southeast-2,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),ap-southeast-2: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,eu-central-1,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),eu-central-1: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,us-east-1,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),us-east-1: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,us-east-2,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),us-east-2: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,us-west-1,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),us-west-1: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,us-west-2,7.39,INFO,Not Scored,Extra,[extra739] Check if RDS instances have backup enabled (Not Scored) (Not part of CIS benchmark),us-west-2: No RDS instances found,Software and Configuration Checks,Medium,rds,
default,123456789012,eu-west-1,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),Examining EBS Volume Snapshots ...,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,eu-north-1,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),eu-north-1: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,ap-south-1,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),ap-south-1: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,eu-west-3,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),eu-west-3: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,eu-west-2,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),eu-west-2: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,eu-west-1,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),eu-west-1: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,ap-northeast-2,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),ap-northeast-2: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,ap-northeast-1,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),ap-northeast-1: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,sa-east-1,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),sa-east-1: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,ca-central-1,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),ca-central-1: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,ap-southeast-1,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),ap-southeast-1: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,ap-southeast-2,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),ap-southeast-2: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,eu-central-1,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),eu-central-1: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,us-east-1,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),us-east-1: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,us-east-2,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),us-east-2: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,us-west-1,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),us-west-1: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,us-west-2,7.40,INFO,Not Scored,Extra,[extra740] Check if EBS snapshots are encrypted (Not Scored) (Not part of CIS benchmark),us-west-2: No EBS volume snapshots,ens-mp.info.3.aws.ebs.3,Medium,ec2,
default,123456789012,eu-west-1,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),Looking for secrets in EC2 User Data in instances across all regions... (max 100 instances per region use -m to increase it)  ,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-north-1,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),eu-north-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ap-south-1,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),ap-south-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-west-3,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),eu-west-3: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-west-2,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),eu-west-2: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-west-1,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),eu-west-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ap-northeast-2,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),ap-northeast-2: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ap-northeast-1,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),ap-northeast-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,sa-east-1,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),sa-east-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ca-central-1,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),ca-central-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ap-southeast-1,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),ap-southeast-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ap-southeast-2,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),ap-southeast-2: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-central-1,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),eu-central-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,us-east-1,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),us-east-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,us-east-2,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),us-east-2: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,us-west-1,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),us-west-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,us-west-2,7.41,INFO,Not Scored,Extra,[extra741] Find secrets in EC2 User Data (Not Scored) (Not part of CIS benchmark),us-west-2: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-west-1,7.42,INFO,Not Scored,Extra,[extra742] Find secrets in CloudFormation outputs (Not Scored) (Not part of CIS benchmark),Looking for secrets in CloudFormation output across all regions... ,Software and Configuration Checks,Medium,cloudformation,
default,123456789012,eu-north-1,7.42,INFO,Not Scored,Extra,[extra742] Find secrets in CloudFormation outputs (Not Scored) (Not part of CIS benchmark),eu-north-1: No CloudFormation stacks found,Software and Configuration Checks,Medium,cloudformation,
default,123456789012,ap-south-1,7.42,INFO,Not Scored,Extra,[extra742] Find secrets in CloudFormation outputs (Not Scored) (Not part of CIS benchmark),ap-south-1: No CloudFormation stacks found,Software and Configuration Checks,Medium,cloudformation,
default,123456789012,eu-west-3,7.42,INFO,Not Scored,Extra,[extra742] Find secrets in CloudFormation outputs (Not Scored) (Not part of CIS benchmark),eu-west-3: No CloudFormation stacks found,Software and Configuration Checks,Medium,cloudformation,
